,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other,Broadband (%),GEO ID
1113,"Cumberland County, Maine",289173.0,272726.0,10537.0,2856.0,8570.0,167.0,1317.0,0.90394711,0500000US23005
1114,"Knox County, Maine",39700.0,38954.0,471.0,570.0,310.0,29.0,88.0,0.53602308,0500000US23013
1115,"Sagadahoc County, Maine",35149.0,34497.0,323.0,534.0,414.0,180.0,86.0,0.57681161,0500000US23023
1116,"York County, Maine",201454.0,196159.0,2705.0,2083.0,3305.0,101.0,405.0,0.86874777,0500000US23031
1117,"Kennebec County, Maine",121289.0,117856.0,1466.0,1545.0,1536.0,296.0,350.0,0.85450089,0500000US23011
1118,"Franklin County, Maine",30177.0,29657.0,244.0,422.0,243.0,52.0,133.0,0.53112036,0500000US23007
1119,"Somerset County, Maine",50994.0,50311.0,462.0,662.0,459.0,65.0,75.0,0.54487181,0500000US23025
1120,"Vermilion Parish, Louisiana",59841.0,49368.0,9230.0,476.0,1491.0,0.0,240.0,0.55963302,0500000US22113
1121,"St. Charles Parish, Louisiana",52728.0,37270.0,14194.0,374.0,673.0,6.0,758.0,0.61455524,0500000US22089
1122,"Lafourche Parish, Louisiana",98112.0,79664.0,13908.0,3646.0,1067.0,122.0,2444.0,0.80953223,0500000US22057
1123,"Concordia Parish, Louisiana",20211.0,11710.0,8358.0,20.0,43.0,26.0,110.0,0.52325583,0500000US22029
1124,"Tensas Parish, Louisiana",4771.0,2104.0,2653.0,0.0,4.0,0.0,18.0,0.54838711,0500000US22107
1125,"West Feliciana Parish, Louisiana",15376.0,8311.0,6983.0,103.0,81.0,0.0,32.0,0.49056602,0500000US22125
1126,"Jefferson Davis Parish, Louisiana",31405.0,25790.0,5595.0,465.0,151.0,0.0,57.0,0.79930651,0500000US22053
1127,"St. James Parish, Louisiana",21485.0,10528.0,10814.0,59.0,51.0,0.0,260.0,0.62371135,0500000US22093
1128,"Grant Parish, Louisiana",22305.0,18096.0,3541.0,443.0,142.0,29.0,646.0,0.53020132,0500000US22043
1129,"Jefferson Parish, Louisiana",437038.0,283783.0,120433.0,4515.0,20322.0,286.0,17201.0,0.59830928,0500000US22051
1130,"Beauregard Parish, Louisiana",36598.0,31226.0,5036.0,880.0,381.0,67.0,189.0,0.47058824,0500000US22011
1131,"Bienville Parish, Louisiana",13806.0,7828.0,5816.0,55.0,26.0,0.0,237.0,0.625,0500000US22013
1132,"Bossier Parish, Louisiana",125698.0,93822.0,28752.0,1425.0,3235.0,286.0,1571.0,0.73743927,0500000US22015
1133,"Cameron Parish, Louisiana",6806.0,6499.0,190.0,5.0,19.0,0.0,98.0,0.61428571,0500000US22023
1134,"East Feliciana Parish, Louisiana",19553.0,10665.0,8786.0,117.0,101.0,0.0,63.0,0.56842107,0500000US22037
1135,"St. John the Baptist Parish, Louisiana",43565.0,18214.0,24750.0,143.0,479.0,37.0,812.0,0.63157892,0500000US22095
1136,"Plaquemines Parish, Louisiana",23394.0,16851.0,5157.0,689.0,1022.0,60.0,554.0,0.56682026,0500000US22075
1137,"Ouachita Parish, Louisiana",156433.0,94990.0,59403.0,811.0,1784.0,53.0,852.0,0.75884193,0500000US22073
1138,"Rapides Parish, Louisiana",132080.0,86029.0,43222.0,1951.0,2375.0,31.0,702.0,0.80273038,0500000US22079
1139,"Washington Parish, Louisiana",46449.0,31915.0,14527.0,361.0,196.0,6.0,262.0,0.57725948,0500000US22117
1140,"St. Landry Parish, Louisiana",83580.0,48392.0,35137.0,522.0,479.0,7.0,597.0,0.67649406,0500000US22097
1141,"Tangipahoa Parish, Louisiana",128850.0,88727.0,39814.0,1285.0,1122.0,32.0,556.0,0.86418581,0500000US22105
1142,"Acadia Parish, Louisiana",62607.0,50524.0,12075.0,581.0,73.0,30.0,792.0,0.61524165,0500000US22001
1143,"St. Mary Parish, Louisiana",52578.0,33679.0,17401.0,1464.0,1107.0,43.0,1074.0,0.55681819,0500000US22101
1144,"West Carroll Parish, Louisiana",11274.0,9238.0,1826.0,115.0,7.0,13.0,197.0,0.53571433,0500000US22123
1145,"St. Tammany Parish, Louisiana",249201.0,211929.0,31545.0,2768.0,4809.0,196.0,3115.0,0.89034754,0500000US22103
1146,"Union Parish, Louisiana",22537.0,16543.0,5939.0,101.0,26.0,38.0,283.0,0.58709681,0500000US22111
1147,"Caldwell Parish, Louisiana",10000.0,8217.0,1708.0,76.0,16.0,0.0,13.0,0.51219511,0500000US22021
1148,"Caddo Parish, Louisiana",251069.0,121353.0,125079.0,2631.0,3769.0,172.0,3506.0,0.72381401,0500000US22017
1149,"East Carroll Parish, Louisiana",7318.0,2079.0,5255.0,8.0,18.0,0.0,4.0,0.52439028,0500000US22035
1150,"Ascension Parish, Louisiana",119129.0,90898.0,27985.0,1627.0,1803.0,203.0,1150.0,0.92148238,0500000US22005
1151,"Lafayette Parish, Louisiana",238230.0,170189.0,63989.0,2413.0,4940.0,182.0,1978.0,0.86853921,0500000US22055
1152,"Evangeline Parish, Louisiana",33750.0,23475.0,9646.0,182.0,190.0,0.0,806.0,0.53053439,0500000US22039
1153,"Iberia Parish, Louisiana",73346.0,46914.0,24514.0,638.0,2344.0,10.0,1159.0,0.78300172,0500000US22045
1154,"Lincoln Parish, Louisiana",47536.0,26216.0,19803.0,362.0,928.0,38.0,1022.0,0.53191489,0500000US22061
1155,"St. Bernard Parish, Louisiana",45067.0,32491.0,10499.0,757.0,1357.0,146.0,1113.0,0.44193551,0500000US22087
1156,"St. Helena Parish, Louisiana",10509.0,4675.0,5724.0,115.0,49.0,0.0,25.0,0.51807231,0500000US22091
1157,"Webster Parish, Louisiana",40043.0,25895.0,13920.0,377.0,190.0,51.0,106.0,0.54474711,0500000US22119
1158,"West Baton Rouge Parish, Louisiana",25518.0,15220.0,10072.0,173.0,129.0,26.0,197.0,0.56321836,0500000US22121
1159,"De Soto Parish, Louisiana",27164.0,16581.0,10189.0,400.0,53.0,20.0,282.0,0.59555554,0500000US22031
1160,"Iberville Parish, Louisiana",33122.0,16606.0,16326.0,266.0,26.0,0.0,165.0,0.59375,0500000US22047
1161,"Red River Parish, Louisiana",8723.0,5307.0,3402.0,194.0,4.0,20.0,106.0,0.40909091,0500000US22081
1162,"Livingston Parish, Louisiana",137096.0,126819.0,8939.0,1288.0,1143.0,51.0,1094.0,0.79630029,0500000US22063
1163,"Morehouse Parish, Louisiana",26290.0,13378.0,12711.0,58.0,152.0,0.0,287.0,0.5143885,0500000US22067
1164,"Natchitoches Parish, Louisiana",39051.0,21674.0,16304.0,728.0,313.0,22.0,711.0,0.55685133,0500000US22069
1165,"Orleans Parish, Louisiana",388182.0,138106.0,236135.0,2658.0,13013.0,271.0,5647.0,0.78153807,0500000US22071
1166,"Terrebonne Parish, Louisiana",113067.0,82503.0,22705.0,7943.0,1499.0,212.0,1243.0,0.7876175,0500000US22109
1167,"Catahoula Parish, Louisiana",10044.0,6699.0,3304.0,23.0,16.0,0.0,29.0,0.47191009,0500000US22025
1168,"Calcasieu Parish, Louisiana",198753.0,144290.0,52551.0,2146.0,3128.0,123.0,1822.0,0.77000189,0500000US22019
1169,"Claiborne Parish, Louisiana",16296.0,7759.0,8592.0,149.0,66.0,44.0,94.0,0.58035713,0500000US22027
1170,"Franklin Parish, Louisiana",20388.0,13528.0,6977.0,50.0,42.0,0.0,34.0,0.52222222,0500000US22041
1171,"Avoyelles Parish, Louisiana",41095.0,27928.0,12802.0,671.0,116.0,50.0,177.0,0.54487181,0500000US22009
1172,"Assumption Parish, Louisiana",22881.0,15691.0,6913.0,200.0,127.0,0.0,180.0,0.61963195,0500000US22007
1173,"Jackson Parish, Louisiana",15952.0,10900.0,4808.0,28.0,102.0,0.0,164.0,0.60416669,0500000US22049
1174,"East Baton Rouge Parish, Louisiana",446167.0,218872.0,208915.0,3480.0,16625.0,289.0,6282.0,0.84750777,0500000US22033
1175,"Pointe Coupee Parish, Louisiana",22271.0,13967.0,7994.0,119.0,188.0,0.0,419.0,0.59090906,0500000US22077
1176,"Richland Parish, Louisiana",20619.0,12955.0,7495.0,104.0,125.0,43.0,144.0,0.54143643,0500000US22083
1177,"St. Martin Parish, Louisiana",53609.0,36224.0,16581.0,638.0,559.0,8.0,616.0,0.57437074,0500000US22099
1178,"Vernon Parish, Louisiana",51906.0,41001.0,8351.0,1167.0,1569.0,368.0,1308.0,0.46209386,0500000US22115
1179,"Winn Parish, Louisiana",14631.0,9930.0,4636.0,176.0,16.0,0.0,40.0,0.50980395,0500000US22127
1180,"Sabine Parish, Louisiana",24145.0,17913.0,4244.0,2636.0,147.0,10.0,235.0,0.56216216,0500000US22085
1181,"Allen Parish, Louisiana",25667.0,19535.0,5422.0,952.0,246.0,36.0,447.0,0.5,0500000US22003
1182,"Madison Parish, Louisiana",11616.0,4176.0,7383.0,34.0,0.0,0.0,56.0,0.51724136,0500000US22065
1183,"Suffolk County, Massachusetts",780685.0,474433.0,211994.0,7142.0,75080.0,1487.0,60990.0,0.87723809,0500000US25025
1184,"Barnstable County, Massachusetts",213900.0,200848.0,7591.0,2472.0,4199.0,288.0,3297.0,0.87925613,0500000US25001
1185,"Dukes County, Massachusetts",17275.0,15926.0,1374.0,467.0,178.0,163.0,250.0,0.39759037,0500000US25007
1186,"Middlesex County, Massachusetts",1582857.0,1275042.0,100967.0,7825.0,197848.0,2252.0,47838.0,0.91616708,0500000US25017
1187,"Berkshire County, Massachusetts",127751.0,119550.0,5611.0,1055.0,2676.0,156.0,2413.0,0.88724238,0500000US25003
1188,"Bristol County, Massachusetts",557016.0,488870.0,29295.0,4908.0,14775.0,986.0,35783.0,0.86997771,0500000US25005
1189,"Hampden County, Massachusetts",469188.0,387753.0,48168.0,3693.0,13329.0,761.0,29184.0,0.83452791,0500000US25013
1190,"Plymouth County, Massachusetts",509114.0,437078.0,52674.0,3656.0,8917.0,943.0,18677.0,0.91208893,0500000US25023
1191,"Essex County, Massachusetts",775860.0,644694.0,44115.0,4544.0,30795.0,1192.0,73002.0,0.8946540999999999,0500000US25009
1192,"Franklin County, Massachusetts",70926.0,67926.0,1613.0,685.0,1615.0,144.0,754.0,0.87183326,0500000US25011
1193,"Norfolk County, Massachusetts",694389.0,563880.0,51928.0,3582.0,79305.0,897.0,11398.0,0.93654138,0500000US25021
1194,"Worcester County, Massachusetts",818249.0,711768.0,50737.0,6179.0,44488.0,1095.0,28449.0,0.89460939,0500000US25027
1195,"Hampshire County, Massachusetts",161197.0,145914.0,6065.0,1289.0,10374.0,213.0,2020.0,0.92247319,0500000US25015
1196,"Nantucket County, Massachusetts",10912.0,9407.0,931.0,459.0,520.0,6.0,295.0,0.45038167,0500000US25019
1197,"Worcester County, Maryland",51559.0,43464.0,7513.0,319.0,908.0,148.0,178.0,0.46688744,0500000US24047
1198,"Baltimore city, Maryland",619796.0,198477.0,398398.0,6785.0,19642.0,951.0,12074.0,0.89195955,0500000US24510
1199,"Somerset County, Maryland",25801.0,14158.0,11224.0,185.0,282.0,19.0,416.0,0.5,0500000US24039
1200,"Talbot County, Maryland",37461.0,31860.0,5057.0,538.0,583.0,40.0,497.0,0.472,0500000US24041
1201,"Harford County, Maryland",250132.0,204786.0,37555.0,2006.0,9667.0,320.0,4060.0,0.90778923,0500000US24025
1202,"Allegany County, Maryland",72591.0,65546.0,6688.0,749.0,951.0,65.0,319.0,0.83594096,0500000US24001
1203,"Howard County, Maryland",312495.0,193892.0,63910.0,3007.0,60579.0,262.0,4892.0,0.95465386,0500000US24027
1204,"Prince George's County, Maryland",905161.0,186203.0,589034.0,11240.0,45429.0,1274.0,100192.0,0.89050215,0500000US24033
1205,"Anne Arundel County, Maryland",564600.0,434826.0,101983.0,5517.0,28209.0,1526.0,15078.0,0.93999672,0500000US24003
1206,"Baltimore County, Maryland",828637.0,532424.0,244047.0,7207.0,56012.0,1512.0,11469.0,0.78933924,0500000US24005
1207,"Frederick County, Maryland",246105.0,206768.0,26715.0,2326.0,13526.0,430.0,5157.0,0.90997815,0500000US24021
1208,"Calvert County, Maryland",90824.0,77359.0,12983.0,1090.0,2620.0,480.0,711.0,0.90092802,0500000US24009
1209,"Garrett County, Maryland",29516.0,29113.0,456.0,210.0,151.0,0.0,74.0,0.49407116,0500000US24023
1210,"Kent County, Maryland",19666.0,16462.0,3127.0,108.0,244.0,0.0,44.0,0.49456519,0500000US24029
1211,"Montgomery County, Maryland",1039198.0,597435.0,206578.0,10779.0,173180.0,1771.0,96246.0,0.92907065,0500000US24031
1212,"Carroll County, Maryland",167319.0,157025.0,7259.0,913.0,4040.0,236.0,1398.0,0.89764196,0500000US24013
1213,"Queen Anne's County, Maryland",49071.0,44455.0,3926.0,100.0,733.0,389.0,511.0,0.55000001,0500000US24035
1214,"St. Mary's County, Maryland",110979.0,90852.0,17837.0,961.0,4216.0,178.0,796.0,0.75870728,0500000US24037
1215,"Charles County, Maryland",156021.0,79251.0,73756.0,3814.0,6722.0,566.0,1740.0,0.89193994,0500000US24017
1216,"Dorchester County, Maryland",32386.0,22311.0,9657.0,464.0,566.0,10.0,710.0,0.51056337,0500000US24019
1217,"Washington County, Maryland",149546.0,128607.0,19469.0,1723.0,3416.0,392.0,1770.0,0.7876879,0500000US24043
1218,"Wicomico County, Maryland",102014.0,71371.0,27642.0,721.0,3655.0,223.0,1145.0,0.80709058,0500000US24045
1219,"Cecil County, Maryland",102416.0,92449.0,8299.0,900.0,1917.0,194.0,1066.0,0.90328097,0500000US24015
1220,"Caroline County, Maryland",32785.0,27309.0,5032.0,260.0,395.0,18.0,846.0,0.54863811,0500000US24011
1221,"Berrien County, Michigan",154948.0,125948.0,25514.0,1977.0,3807.0,244.0,2728.0,0.81627786,0500000US26021
1222,"Ogemaw County, Michigan",20979.0,20451.0,123.0,345.0,139.0,17.0,113.0,0.62025321,0500000US26129
1223,"Oscoda County, Michigan",8304.0,8162.0,57.0,171.0,18.0,16.0,53.0,0.50476187,0500000US26135
1224,"Wexford County, Michigan",32915.0,32178.0,425.0,537.0,292.0,11.0,86.0,0.49599999,0500000US26165
1225,"Crawford County, Michigan",13821.0,13454.0,173.0,197.0,87.0,8.0,108.0,0.5212121,0500000US26039
1226,"Clinton County, Michigan",77321.0,74381.0,2014.0,830.0,1558.0,39.0,492.0,0.89421433,0500000US26037
1227,"Dickinson County, Michigan",25694.0,25113.0,213.0,397.0,262.0,0.0,72.0,0.5633803000000001,0500000US26043
1228,"Gratiot County, Michigan",41319.0,38394.0,2641.0,526.0,271.0,25.0,254.0,0.57182318,0500000US26057
1229,"Huron County, Michigan",31750.0,31234.0,260.0,271.0,225.0,2.0,108.0,0.60477453,0500000US26063
1230,"Ingham County, Michigan",286185.0,228817.0,41576.0,5471.0,20799.0,572.0,6586.0,0.85218763,0500000US26065
1231,"Lenawee County, Michigan",98585.0,93732.0,3716.0,1363.0,859.0,115.0,1667.0,0.85747331,0500000US26091
1232,"Mason County, Michigan",28800.0,28014.0,413.0,467.0,268.0,16.0,242.0,0.55714285,0500000US26105
1233,"Menominee County, Michigan",23389.0,22565.0,247.0,855.0,147.0,23.0,93.0,0.53225809,0500000US26109
1234,"Montcalm County, Michigan",62956.0,60520.0,1809.0,795.0,443.0,61.0,621.0,0.53023255,0500000US26117
1235,"Missaukee County, Michigan",14982.0,14740.0,138.0,208.0,108.0,0.0,58.0,0.55214727,0500000US26113
1236,"St. Joseph County, Michigan",60890.0,56834.0,2287.0,813.0,605.0,47.0,1972.0,0.53363228,0500000US26149
1237,"St. Clair County, Michigan",159761.0,153807.0,5750.0,2203.0,1475.0,69.0,1498.0,0.85139877,0500000US26147
1238,"Van Buren County, Michigan",75190.0,68205.0,3934.0,1899.0,657.0,84.0,4094.0,0.78294963,0500000US26159
1239,"Washtenaw County, Michigan",361509.0,281127.0,51227.0,5420.0,37035.0,731.0,3604.0,0.92172503,0500000US26161
1240,"Arenac County, Michigan",15238.0,14855.0,137.0,305.0,80.0,5.0,55.0,0.5193369999999999,0500000US26011
1241,"Barry County, Michigan",59607.0,58251.0,628.0,665.0,365.0,49.0,663.0,0.59612519,0500000US26015
1242,"Cass County, Michigan",51397.0,47175.0,3547.0,1255.0,590.0,21.0,665.0,0.54039496,0500000US26027
1243,"Iron County, Michigan",11291.0,10949.0,135.0,186.0,68.0,10.0,78.0,0.57499999,0500000US26071
1244,"Benzie County, Michigan",17462.0,16995.0,153.0,434.0,121.0,6.0,57.0,0.52682924,0500000US26019
1245,"Roscommon County, Michigan",23934.0,23521.0,282.0,465.0,61.0,12.0,30.0,0.44554454,0500000US26143
1246,"Schoolcraft County, Michigan",8114.0,7446.0,86.0,948.0,38.0,2.0,7.0,0.47540987,0500000US26153
1247,"Wayne County, Michigan",1763822.0,972174.0,710788.0,18551.0,66450.0,1670.0,38689.0,0.78497434,0500000US26163
1248,"Branch County, Michigan",43543.0,41563.0,1135.0,472.0,491.0,30.0,653.0,0.47844827,0500000US26023
1249,"Grand Traverse County, Michigan",91222.0,88116.0,1628.0,1778.0,990.0,134.0,442.0,0.85791469,0500000US26055
1250,"Jackson County, Michigan",158989.0,142742.0,15580.0,1822.0,1759.0,204.0,1270.0,0.85137147,0500000US26075
1251,"Mackinac County, Michigan",10836.0,8623.0,388.0,2297.0,112.0,15.0,54.0,0.43925232,0500000US26097
1252,"Genesee County, Michigan",410881.0,318641.0,90491.0,6186.0,5780.0,435.0,3027.0,0.7850826999999999,0500000US26049
1253,"Antrim County, Michigan",23133.0,22551.0,184.0,456.0,127.0,21.0,211.0,0.53409094,0500000US26009
1254,"Houghton County, Michigan",36333.0,34678.0,489.0,526.0,1270.0,57.0,171.0,0.59942365,0500000US26061
1255,"Livingston County, Michigan",186946.0,182908.0,1614.0,1943.0,2442.0,246.0,806.0,0.91122115,0500000US26093
1256,"Iosco County, Michigan",25317.0,24708.0,263.0,432.0,235.0,40.0,57.0,0.54740065,0500000US26069
1257,"Lake County, Michigan",11669.0,10632.0,1228.0,228.0,36.0,16.0,61.0,0.44827586,0500000US26085
1258,"Manistee County, Michigan",24432.0,23095.0,994.0,916.0,149.0,13.0,107.0,0.55737704,0500000US26101
1259,"Montmorency County, Michigan",9290.0,9169.0,70.0,170.0,6.0,1.0,47.0,0.5625,0500000US26119
1260,"Presque Isle County, Michigan",12854.0,12629.0,114.0,174.0,72.0,3.0,66.0,0.59119493,0500000US26141
1261,"Gladwin County, Michigan",25324.0,24926.0,180.0,312.0,125.0,4.0,61.0,0.52464789,0500000US26051
1262,"Kalamazoo County, Michigan",259830.0,221808.0,35091.0,4565.0,8592.0,595.0,2048.0,0.89613348,0500000US26077
1263,"Mecosta County, Michigan",43181.0,41362.0,1607.0,803.0,502.0,60.0,210.0,0.51756442,0500000US26107
1264,"Marquette County, Michigan",67145.0,64640.0,1565.0,2022.0,700.0,39.0,289.0,0.83842283,0500000US26103
1265,"Newaygo County, Michigan",47899.0,45346.0,878.0,804.0,335.0,21.0,1386.0,0.5812133,0500000US26123
1266,"Osceola County, Michigan",23221.0,22688.0,354.0,342.0,136.0,16.0,32.0,0.57438016,0500000US26133
1267,"Otsego County, Michigan",24247.0,23861.0,281.0,414.0,228.0,18.0,71.0,0.53054661,0500000US26137
1268,"Calhoun County, Michigan",134327.0,114981.0,17717.0,2225.0,3682.0,139.0,1092.0,0.83968073,0500000US26025
1269,"Cheboygan County, Michigan",25475.0,24595.0,290.0,1242.0,198.0,9.0,51.0,0.53311259,0500000US26031
1270,"Luce County, Michigan",6406.0,5436.0,500.0,740.0,55.0,10.0,70.0,0.51999998,0500000US26095
1271,"Kent County, Michigan",636376.0,531977.0,75772.0,8912.0,22604.0,606.0,22755.0,0.90534478,0500000US26081
1272,"Macomb County, Michigan",864019.0,727797.0,104738.0,8096.0,37570.0,1028.0,6173.0,0.8861984,0500000US26099
1273,"Saginaw County, Michigan",193803.0,150714.0,39916.0,2283.0,2957.0,100.0,4239.0,0.83524925,0500000US26145
1274,"Shiawassee County, Michigan",68617.0,67668.0,749.0,733.0,454.0,103.0,245.0,0.83589876,0500000US26155
1275,"Baraga County, Michigan",8580.0,6695.0,1444.0,756.0,71.0,3.0,41.0,0.46511626,0500000US26013
1276,"Bay County, Michigan",105350.0,102102.0,3068.0,1283.0,909.0,12.0,589.0,0.87213868,0500000US26017
1277,"Charlevoix County, Michigan",26160.0,25497.0,233.0,693.0,199.0,42.0,165.0,0.55208331,0500000US26029
1278,"Eaton County, Michigan",108586.0,96688.0,8777.0,1586.0,2769.0,72.0,1737.0,0.84919769,0500000US26045
1279,"Delta County, Michigan",36395.0,35359.0,299.0,1513.0,290.0,18.0,180.0,0.47368419,0500000US26041
1280,"Gogebic County, Michigan",15577.0,14367.0,777.0,591.0,71.0,17.0,97.0,0.56886226,0500000US26053
1281,"Emmet County, Michigan",32978.0,31644.0,429.0,1694.0,311.0,41.0,114.0,0.53110045,0500000US26047
1282,"Chippewa County, Michigan",38023.0,29475.0,2977.0,7558.0,587.0,102.0,179.0,0.49854228,0500000US26033
1283,"Monroe County, Michigan",149619.0,143876.0,4718.0,1366.0,1330.0,25.0,870.0,0.87068146,0500000US26115
1284,"Allegan County, Michigan",114145.0,110173.0,2379.0,1448.0,1122.0,191.0,1596.0,0.79568392,0500000US26005
1285,"Oakland County, Michigan",1241860.0,968591.0,188674.0,13373.0,95612.0,1307.0,11978.0,0.92173356,0500000US26125
1286,"Hillsdale County, Michigan",45909.0,45123.0,528.0,530.0,277.0,0.0,121.0,0.56355929,0500000US26059
1287,"Alger County, Michigan",9254.0,8263.0,665.0,643.0,26.0,0.0,38.0,0.48863637,0500000US26003
1288,"Muskegon County, Michigan",172707.0,146021.0,27539.0,3417.0,1662.0,90.0,1509.0,0.82493228,0500000US26121
1289,"Oceana County, Michigan",26317.0,25289.0,424.0,349.0,101.0,14.0,522.0,0.56944442,0500000US26127
1290,"Leelanau County, Michigan",21564.0,20447.0,311.0,1017.0,181.0,10.0,169.0,0.53030306,0500000US26089
1291,"Lapeer County, Michigan",88205.0,85642.0,1428.0,885.0,718.0,76.0,920.0,0.8338690999999999,0500000US26087
1292,"Clare County, Michigan",30597.0,30042.0,311.0,519.0,138.0,15.0,138.0,0.51319647,0500000US26035
1293,"Sanilac County, Michigan",41535.0,40714.0,379.0,511.0,265.0,9.0,297.0,0.57787812,0500000US26151
1294,"Keweenaw County, Michigan",2136.0,2094.0,35.0,6.0,2.0,0.0,0.0,0.53846151,0500000US26083
1295,"Isabella County, Michigan",70572.0,65059.0,2643.0,3629.0,1781.0,30.0,472.0,0.79088682,0500000US26073
1296,"Ontonagon County, Michigan",6072.0,5953.0,19.0,192.0,20.0,4.0,26.0,0.33750001,0500000US26131
1297,"Ottawa County, Michigan",280243.0,258538.0,6801.0,2734.0,9648.0,239.0,9829.0,0.89981085,0500000US26139
1298,"Tuscola County, Michigan",53569.0,52454.0,832.0,662.0,255.0,8.0,147.0,0.62937063,0500000US26157
1299,"Alcona County, Michigan",10413.0,10249.0,68.0,144.0,55.0,5.0,30.0,0.54263568,0500000US26001
1300,"Alpena County, Michigan",28730.0,28230.0,242.0,305.0,221.0,91.0,78.0,0.5498392,0500000US26007
1301,"Ionia County, Michigan",64147.0,59846.0,3585.0,712.0,500.0,0.0,949.0,0.56597221,0500000US26067
1302,"Kalkaska County, Michigan",17358.0,16986.0,176.0,319.0,131.0,0.0,63.0,0.54945052,0500000US26079
1303,"Midland County, Michigan",83489.0,79447.0,1637.0,895.0,2216.0,186.0,652.0,0.85968506,0500000US26111
1304,"Wilkin County, Minnesota",6398.0,6148.0,98.0,282.0,0.0,0.0,11.0,0.64179111,0500000US27167
1305,"Red Lake County, Minnesota",4017.0,3896.0,34.0,104.0,23.0,0.0,37.0,0.68571424,0500000US27125
1306,"Aitkin County, Minnesota",15841.0,15333.0,173.0,512.0,97.0,13.0,19.0,0.53797472,0500000US27001
1307,"Clay County, Minnesota",62040.0,58392.0,2080.0,1491.0,1242.0,28.0,557.0,0.54444444,0500000US27027
1308,"Faribault County, Minnesota",13966.0,13798.0,105.0,102.0,76.0,3.0,102.0,0.62727273,0500000US27043
1309,"Murray County, Minnesota",8394.0,8197.0,83.0,45.0,102.0,0.0,30.0,0.66666663,0500000US27101
1310,"Fillmore County, Minnesota",20825.0,20575.0,142.0,85.0,146.0,7.0,22.0,0.57303369,0500000US27045
1311,"Kandiyohi County, Minnesota",42577.0,38028.0,2111.0,413.0,459.0,23.0,2154.0,0.59021407,0500000US27067
1312,"Lake County, Minnesota",10578.0,10363.0,159.0,124.0,18.0,7.0,49.0,0.54081637,0500000US27075
1313,"Polk County, Minnesota",31564.0,30000.0,741.0,807.0,377.0,40.0,387.0,0.61847389,0500000US27119
1314,"Rock County, Minnesota",9433.0,9125.0,126.0,85.0,107.0,0.0,54.0,0.58227849,0500000US27133
